country_name,country_code,year_1961,year_1962,year_1963,year_1964,year_1965,year_1966,year_1967,year_1968,year_1969,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
Niger,NER,4.54639,10.27871,9.42823,0.13104,6.91976,-0.3825,0.12287,0.38349,-5.48595,3.05578,5.67932,-5.16627,-17.04758,8.77524,-2.79319,0.6782,7.76458,13.47261,7.147,-2.45504,-0.17767,2.17446,-3.86363,-16.81984,7.71813,6.35214,0.08828,6.87115,0.95705,-1.30848,-0.43949,2.00075,0.32166,1.85478,2.45724,0.10053,1.52748,9.97261,-0.21956,-1.20848,7.26813,4.91847,2.17061,0.3638,7.33187,5.93105,3.14272,7.73141,1.9626,8.57817,2.35776,10.54894,5.31513,6.64214,4.39265,5.70927,4.9991,7.21917,5.90279
Nigeria,NGA,0.1918,4.10299,8.57862,4.95049,4.88498,-4.25051,-15.74363,-1.24836,24.19738,25.00724,14.23753,3.36426,5.39276,11.16067,-5.22775,9.04235,6.02412,-5.76416,6.75943,4.20483,-13.12788,-6.80339,-10.92409,-1.11562,5.91303,0.06095,3.20013,7.33403,1.91938,11.77689,0.35835,4.63119,-2.03512,-1.81492,-0.07266,4.19592,2.9371,2.58125,0.58413,5.01593,5.91768,15.32916,7.34719,9.25056,6.43852,6.05943,6.59113,6.76447,8.03693,8.00566,5.30792,4.23006,6.67134,6.30972,2.65269,-1.61687,0.80589,1.92276,2.20843
Nicaragua,NIC,7.49774,10.8908,10.86548,11.69848,9.52516,3.30114,6.96951,1.34296,6.2377,1.35383,3.30476,2.22072,6.41701,14.19243,-0.15325,5.20945,8.36848,-7.8388,-26.47879,4.61173,5.36329,-0.81636,4.61321,-1.56609,-4.08185,-1.01731,-0.70635,-12.44982,-1.73822,-0.0525,-0.18928,0.38635,-0.39294,3.33773,5.91191,6.34427,3.96665,3.71168,7.03597,4.10159,2.96084,0.75394,2.52073,5.31217,4.2824,4.15232,5.07582,3.43557,-3.29282,4.41048,6.31671,6.49675,4.92612,4.78649,4.79206,4.56293,4.63082,-3.94986,-3.87905
Netherlands,NLD,0.29555,6.84351,3.62462,8.2749,8.64309,2.7411,5.28001,6.41613,6.42945,6.14018,4.31698,3.53387,5.44422,3.43872,0.00203,4.45631,2.52044,2.69625,2.01417,1.34191,-0.78361,-1.24076,2.06996,3.06168,2.58018,2.78698,1.93125,3.44122,4.42012,4.18322,2.43913,1.70607,1.25755,2.96109,3.11604,3.49874,4.32905,4.66392,5.03405,4.19564,2.32696,0.21727,0.15565,1.98495,2.05088,3.46099,3.77284,2.17032,-3.66688,1.34274,1.55119,-1.03035,-0.13018,1.4234,1.95917,2.19171,2.9109,2.36092,1.67742
Norway,NOR,6.27334,2.81395,3.78504,5.00965,5.28561,3.78651,6.25608,2.25988,4.50461,1.9433,5.67241,5.33063,4.53292,3.92301,4.95215,5.82539,4.16075,3.86941,4.37246,4.56465,1.59827,0.23535,3.97281,6.0524,5.55336,4.04225,1.7534,-0.25535,1.03829,1.93242,3.08472,3.5744,2.84532,5.05543,4.15549,5.02795,5.28459,2.62443,2.01286,3.20498,2.07479,1.44625,0.91011,3.96941,2.62546,2.39979,2.99425,0.47638,-1.72702,0.70183,0.98147,2.70307,1.03407,1.96954,1.96713,1.07156,2.32326,1.28955,1.15472
Nepal,NPL,1.90827,1.91032,1.89511,7.53245,-1.20319,7.04064,-1.5715,0.67548,4.46342,2.57599,-1.19538,3.1178,-0.47654,6.33359,1.45647,4.39854,3.01697,4.40574,2.36888,-2.31939,8.34197,3.77937,-2.97741,9.68113,6.14491,4.56565,1.69562,7.69681,4.32965,4.63504,6.36815,4.10641,3.84985,8.216,3.46845,5.32828,5.04861,3.01639,4.41257,6.2,4.79989,0.12014,3.94504,4.6826,3.47918,3.36461,3.41156,6.10464,4.53308,4.81641,3.42183,4.78119,4.12888,5.98898,3.32291,0.58868,8.2235,6.701,6.99121
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.06061,-22.85714,22.22222,9.09091,11.11111,10.0,11.36364,30.61224,26.5625,3.7037,3.57143,-5.74713,6.09756,0.0
New Zealand,NZL,,,,,,,,,,,3.78546,5.11911,7.80028,5.99344,-1.73168,0.92881,-4.37282,0.31851,2.19139,1.28403,4.65593,0.92952,3.49194,4.79283,1.61505,2.70609,0.97066,-0.3545,0.16139,0.15311,-1.09061,1.09455,6.39128,5.11919,4.72205,3.61732,2.0495,0.79817,5.45108,2.90507,3.46418,4.67441,4.54989,4.02791,3.32041,2.8465,3.07023,-1.03006,-0.14597,1.55599,2.35878,2.23956,2.6288,3.6256,3.61897,3.6776,3.1631,3.11624,2.81107
OECD members,OED,4.67489,5.84246,5.5221,6.62753,5.47643,6.10053,4.64842,6.30687,5.68967,2.69934,3.80805,5.47592,6.11569,1.13875,0.21624,4.73504,3.69596,4.33472,3.96706,1.40481,2.12303,0.3135,2.82308,4.59128,3.73428,3.04248,3.55388,4.62305,3.82737,3.0851,1.3608,2.03521,1.20768,3.0715,2.70659,3.04647,3.1652,2.80835,3.17856,3.99317,1.41078,1.54684,2.05429,3.22042,2.83578,3.09692,2.72931,0.27003,-3.43608,2.94093,1.85415,1.28136,1.51069,2.06903,2.41931,1.74985,2.57056,2.20674,1.62547
Oman,OMN,,,,,,5.20446,66.21908,81.8878,25.66617,13.8951,0.89823,9.82522,-14.25206,11.49881,24.4335,20.54012,1.00722,-3.69353,4.33174,6.03544,17.04708,11.56984,16.66667,16.71159,14.0072,2.00216,-3.44078,5.96403,11.75686,-0.13043,6.07408,8.41388,6.04296,3.87577,4.99682,3.04594,6.03351,2.64234,0.3315,6.55107,4.4828,-1.1009,-2.66859,1.29221,2.49022,5.37189,4.45268,8.20008,6.1124,1.71399,2.65887,9.04504,5.1048,1.45856,4.63037,5.09707,0.34632,1.76356,-1.64793
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24664,4.60849,4.49167,9.18138,5.80651,10.61141,10.00579,7.50223,2.07025,8.5083,7.52935,3.60938,3.59925,3.73476,3.14092,2.75511,1.05889,2.02204,1.8672
Pakistan,PAK,5.98735,4.48286,8.68883,7.56976,10.41937,5.78995,5.40061,7.23322,5.5079,11.35346,0.46837,0.81341,7.06426,3.54019,4.21142,5.15619,3.9477,8.04853,3.75844,10.2157,7.92076,6.53749,6.77838,5.06521,7.59211,5.50165,6.45234,7.62528,4.95977,4.45859,5.06157,7.7059,1.75775,3.73742,4.96261,4.84658,1.0144,2.55023,3.66013,4.26009,3.55442,2.50834,5.77703,7.54686,6.51878,5.89898,4.83282,1.70141,2.83166,1.60669,2.74841,3.50703,4.39646,4.67471,4.73115,5.52674,5.55428,5.83642,0.98883
Panama,PAN,10.92659,8.24474,8.53879,4.43213,9.16004,7.5814,8.55293,6.97739,8.44139,6.95923,9.61614,4.58281,5.36431,2.44832,1.74092,1.66446,1.09403,9.79264,4.51475,13.08448,9.20681,5.34846,-4.49136,2.70947,4.94223,3.56779,-1.80906,-13.37984,1.56225,8.09899,9.41901,8.20168,5.45574,2.85015,1.75168,4.0797,6.46099,7.3415,3.91721,2.71537,0.57427,2.22915,4.2055,7.52208,7.19128,8.65247,11.98399,9.85565,1.24299,5.82784,11.31373,9.7789,6.90327,5.06674,5.73276,4.9535,5.59901,3.6921,3.00639
Peru,PER,7.3471,10.03529,4.32825,6.54787,5.62173,8.23892,3.85256,0.15224,3.51446,3.36595,4.59054,3.47754,6.27693,9.38683,4.30086,1.44711,0.34906,-2.6425,4.09075,5.94334,5.55204,-0.22272,-10.40809,3.60829,2.06113,9.42596,9.72615,-9.44127,-12.31204,-4.98256,2.21926,-0.54051,5.24358,12.30837,7.4114,2.79897,6.47682,-0.39154,1.49491,2.69437,0.61789,5.45353,4.16502,4.9582,6.28506,7.5289,8.51839,9.12657,1.09582,8.33246,6.32719,6.13972,5.85252,2.38216,3.25224,3.95332,2.51884,3.97694,2.15013
Philippines,PHL,5.61658,4.77312,7.06049,3.44698,5.26581,4.42599,5.32415,4.94542,4.65636,3.7646,5.42863,5.44679,8.92065,3.55812,5.56477,8.80663,5.60206,5.1721,5.63968,5.14891,3.42327,3.61933,1.87462,-7.32368,-7.30661,3.41678,4.31163,6.75254,6.20531,3.03697,-0.57833,0.3376,2.11631,4.38762,4.67869,5.84587,5.18536,-0.57672,3.08192,4.41122,3.04923,3.71626,5.08691,6.56923,4.94251,5.31642,6.51929,4.34449,1.44832,7.3345,3.85823,6.89695,6.75053,6.34799,6.34831,7.14946,6.93099,6.34149,6.04058
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44012,3.57939,-3.26337,4.85601,3.95987,-0.40565,2.02115,-5.78192,-6.59046,0.21607,6.68368,1.6726,-3.38732,6.29385,7.53907,-0.08336,-1.91636,4.05889,-4.24729
Papua New Guinea,PNG,6.18111,6.3741,4.07252,8.57028,10.26852,5.81376,4.07046,4.35959,8.27346,10.84281,6.29519,5.64355,6.52926,2.61053,-0.87988,-3.38845,0.83482,8.54986,1.8324,-2.30345,-0.27483,0.35294,3.22316,-0.35473,4.00019,4.69306,2.77049,2.90924,-1.41958,-3.01217,9.5469,13.84909,18.20229,5.94211,-3.31245,7.7337,-3.90439,-3.76911,1.85555,-2.49484,-0.12129,-0.1589,2.1641,2.72118,6.3448,5.40994,7.81519,-0.29646,6.80042,10.12845,1.10754,4.65712,3.82495,13.54377,6.57836,5.48957,3.53461,-0.27925,5.9
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.01558,2.51498,3.73831,5.2928,7.10287,6.11538,6.44906,4.64063,4.65483,4.56103,1.25847,2.0359,3.4984,4.98282,3.50685,6.13114,7.06154,4.19996,2.83218,3.74052,4.75764,1.32489,1.12577,3.37858,4.23633,3.14173,4.83065,5.3537,4.54092
Pre-demographic dividend,PRE,,,,,,,,,11.83407,12.66905,9.47616,3.20914,4.03167,8.98802,-0.40759,7.35715,4.7067,-0.1649,6.33128,4.90533,-4.18472,-1.07898,-5.04654,0.56294,3.76627,2.47317,3.92113,3.75773,1.48338,9.83702,-9.96794,2.97349,-0.17395,0.13304,3.23461,5.87436,5.94918,7.72074,4.79017,2.93098,4.8344,6.08317,-0.28803,12.7063,6.6721,7.11029,6.40636,6.84793,5.18955,6.33546,4.59144,5.79164,5.94381,4.90758,2.98824,2.99868,1.38867,1.9913,2.96695
Puerto Rico,PRI,7.04174,8.32331,8.65105,7.06092,9.20484,7.49915,6.22322,5.18043,9.37523,8.39792,6.36545,7.17357,6.3449,2.91738,-0.65457,6.24309,5.95068,6.93195,7.90682,4.24347,1.14795,-1.55664,-2.34197,5.92869,3.09744,4.97737,5.769,5.88837,4.33495,-2.84054,2.30439,4.56405,4.64453,4.18596,4.54899,2.31371,4.88009,5.53073,5.3897,3.27196,6.31347,0.91646,0.05342,8.74868,-1.98694,-1.40941,-1.16281,-1.84413,-1.95243,-0.41325,-0.35851,0.02928,-0.30683,-1.19036,-1.04944,-1.263,-2.88595,-4.6596,1.18766
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,5.5349,6.61445,5.8737,6.31075,7.46899,4.07791,7.54448,8.87551,2.12074,12.61261,6.63165,8.0157,11.20067,1.14286,-4.34763,6.90023,5.6026,2.81597,5.63894,4.58934,1.6181,2.13538,-0.17311,-1.87998,2.80744,4.14096,6.38139,7.48911,6.44064,3.95052,4.36821,1.08948,-2.04328,0.96484,4.28278,3.50425,4.40087,4.80796,3.90658,3.81618,1.94367,0.77092,-0.93052,1.78874,0.78185,1.62503,2.50658,0.31925,-3.12208,1.73763,-1.69616,-4.05729,-0.92264,0.79219,1.79205,2.01949,3.50634,2.84933,2.23598
Paraguay,PRY,6.90029,3.30026,4.71029,4.21248,6.16797,1.9915,9.15037,4.52707,4.70115,5.55343,5.53815,6.6313,7.30281,8.38153,6.85244,7.52595,11.49408,12.02873,11.86215,11.71215,9.17046,-1.39762,-3.04262,2.8166,4.52314,4.96484,7.5823,5.91537,6.9352,4.12328,3.49365,1.69643,4.93636,5.31792,6.82281,1.57379,4.24252,0.06804,-1.36608,-2.31414,-0.83405,-0.0214,4.32075,4.05742,2.13349,4.80712,5.42162,6.35912,-0.25797,11.14374,4.24911,-0.53851,8.4175,4.86089,3.08037,4.3129,4.95377,3.35617,-0.02991
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11851,1.21515,14.66723,14.3342,8.28043,-8.55618,-9.31064,-12.48919,14.01587,21.92524,11.29065,-0.99656,3.78828,7.42918,8.59349,5.77736,9.60081,6.09646,4.69857,-0.15787,3.7213,8.86462,1.41937,1.22708,0.94901
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,4.3987,-3.12996,-0.94866,6.00197,-2.41152,5.44024,-2.55012,0.85012,4.78546,3.9198,0.18391,5.35018,2.95705,4.78917,4.36457,3.01168,-1.08943,1.67488,4.73782,-1.13214,1.10089,1.95164,2.06726,3.95772,2.20927,2.43964,1.20442,1.80205,-0.91487,3.05136,3.60835,0.8153,3.35353,3.52632,3.61896,3.64742,4.14769,2.8656,0.63868
Post-demographic dividend,PST,4.69301,5.87915,5.44482,6.54349,5.50481,6.04228,4.63558,6.22256,5.75745,2.62846,3.76383,5.40637,6.15874,0.95654,0.04368,4.72963,3.71222,4.24149,3.88445,1.24037,1.95624,0.35704,3.04049,4.64828,3.74677,3.15727,3.53281,4.75462,3.84967,2.83722,1.24759,1.80503,0.95643,2.95833,2.68252,2.83669,2.93093,2.64865,3.29102,3.92661,1.54822,1.51628,2.02642,3.12872,2.75397,2.98248,2.66116,0.22693,-3.47467,2.84,1.60261,1.12698,1.35081,1.88887,2.10156,1.65005,2.43196,2.10135,1.57757
French Polynesia,PYF,,,,,,9.57658,-4.73917,14.9308,-2.68594,1.62671,12.00241,-4.69508,7.80256,18.00105,-4.9027,8.20362,2.07899,9.89256,3.92592,0.4849,8.50473,9.97164,5.40632,5.40569,5.40654,8.4,7.1,2.4,3.0,2.2,4.9,0.9,0.1,0.8,0.49999,0.3,1.9,6.2,4.0,4.0,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89819,7.18215,3.71996,19.21892,7.49276,26.17025,17.98566,17.66356,11.95656,19.59233,13.37518,4.73001,5.55604,5.33432,4.75335,3.06419,-1.4976,1.23487,0.77481
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.91821,-8.76723,1.52883,3.93194,6.23351,3.9077,-4.84906,-2.02981,-0.37666,2.46126,5.21814,5.70299,2.34115,10.42811,4.66815,8.02881,7.23381,9.30747,-5.51739,-3.90124,1.90607,2.04067,3.77096,3.60872,2.95367,4.703,7.31945,4.47452,4.15263
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,-5.04694,-14.53107,-8.66854,-12.56976,-4.14353,-3.75507,1.39992,-5.29996,6.39991,10.00007,5.10005,4.69999,7.29995,7.19995,6.39997,8.20007,8.49998,5.19997,-7.79999,4.5,4.30003,4.02409,1.75542,0.73627,-1.97272,0.19369,1.82579,2.53633,1.34188
Rwanda,RWA,-4.29753,11.3338,-9.82044,-12.46499,7.00953,7.00891,6.91602,7.01378,11.00737,6.00143,1.20664,0.26307,3.43809,1.40982,-2.11383,19.50458,1.99411,9.15084,11.86991,8.95161,5.4362,1.81085,5.98035,-4.24077,4.40275,5.47214,-0.02404,4.49882,-0.03653,-2.39929,-2.51438,5.87273,-8.10869,-50.24807,35.22408,12.7457,13.84975,8.85867,4.35189,8.37092,8.48456,13.19207,2.20237,7.44768,9.3779,9.22708,7.63328,11.16124,6.24826,7.33466,7.95841,8.6415,4.71985,6.16717,8.85684,5.97074,3.97629,8.57942,9.42868
South Asia,SAS,4.09241,3.30086,5.39703,7.68394,-1.06482,0.94553,6.46383,4.32962,5.94177,5.68804,0.82826,-1.53787,3.73724,2.20326,7.38231,2.38348,6.45634,6.02497,-3.13658,6.50799,6.32961,3.74989,6.77767,4.14052,5.39144,4.80716,4.16228,8.60864,5.48787,5.42905,1.86154,5.70665,4.4257,6.09677,6.98991,6.89538,3.8143,5.63323,7.82688,4.06267,4.49654,3.64742,7.37736,7.57982,7.60214,7.71658,7.33237,3.23768,7.13411,7.7035,5.13758,5.50199,6.08755,6.9926,7.48033,7.77836,6.82902,6.09595,4.14292
Saudi Arabia,SAU,,,,,,,,,6.03789,58.64733,20.51222,22.93064,24.17053,16.22807,-8.92861,17.82097,7.09336,-5.21973,11.91943,5.65246,1.943,-20.72989,-16.05139,-4.66145,-9.7945,17.01275,-6.6325,13.10931,-0.50302,15.19343,15.00788,3.98754,-1.36374,0.55872,0.21209,2.63742,1.10378,2.89336,-3.76329,5.62542,-1.21074,-2.81917,11.24206,7.95844,5.57385,2.7884,1.84713,6.24977,-2.05925,5.03948,9.99685,5.41144,2.69925,3.65248,4.10641,1.67062,-0.7415,2.43411,0.33144
Sudan,SDN,0.02239,6.91584,-2.84697,-1.12045,6.77707,-3.57515,1.42408,1.96322,1.38935,5.92507,2.24731,-5.07099,0.6322,11.44529,15.71347,16.66522,6.22385,-5.93099,-5.0186,1.52431,7.43756,5.95867,2.0625,-5.00891,-6.28104,5.41381,14.22088,-0.33109,8.93139,-5.47005,7.51091,6.57786,4.56875,1.00623,5.99709,5.91912,10.56674,4.3085,3.1041,6.34587,6.50036,6.42727,7.73459,3.88331,7.48974,10.06431,11.52191,7.80196,3.24185,3.46932,-1.9677,0.52156,4.3947,2.67943,4.90604,4.69998,0.76786,-2.28995,-2.50354
Senegal,SEN,2.99345,-0.13624,1.86448,3.88393,1.33219,2.87676,-1.21979,6.29077,-6.55414,8.56205,-0.14045,6.38321,-5.58324,4.20078,7.53566,8.9205,-2.68291,-3.95393,7.00169,-3.31065,5.06952,7.84306,-5.32639,3.74576,3.28347,3.11334,6.09437,-0.59243,3.97786,-0.67564,2.55583,1.24265,1.30078,-0.01733,5.36347,2.01213,3.12403,5.89867,6.34712,3.19899,4.58092,0.6548,6.68323,5.87077,5.62261,2.46157,4.93849,4.05638,2.09253,3.56275,1.45839,5.11739,2.82211,6.6135,6.36704,6.35607,7.40749,6.37956,5.27119
Singapore,SGP,8.13689,7.55405,10.04062,-3.10333,7.83458,10.17957,12.50872,13.52722,13.83334,13.94226,12.41376,13.31555,10.60262,6.1176,3.98169,7.43718,6.8527,7.77729,9.55417,10.11322,10.81614,7.10211,8.5546,8.79239,-0.62285,1.34287,10.79777,11.26375,10.15861,9.82105,6.6885,6.63969,11.46277,11.09765,7.20091,7.47138,8.31992,-2.19538,5.72401,9.03915,-1.06902,3.91461,4.53578,9.81959,7.35903,9.00514,9.02213,1.86825,0.12098,14.52564,6.33787,4.46161,4.8373,3.938,2.98852,3.24347,4.3366,3.43811,0.73331
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,-1.79293,-1.67138,3.89644,0.17619,-3.1407,-0.20752,8.42215,1.2467,4.26237,2.20304,6.0,12.7044,3.99926,8.10231,10.09265,1.60806,-0.91702,1.2987,-0.4863,-14.27514,-7.96338,-2.79655,6.52636,6.65217,5.54045,4.86312,4.45332,5.80712,2.55662,8.61672,7.27205,1.86047,5.33105,1.05126,1.4157,5.87986,5.34359,3.94425,1.19493
Sierra Leone,SLE,1.80904,4.54097,1.69972,6.68524,7.18016,1.7,0.03628,2.01992,8.52545,8.62049,3.46592,0.90023,2.25662,3.49983,1.66922,-0.44918,0.04668,2.40633,4.51127,4.8435,2.88143,4.78176,-2.1028,4.09303,-5.31134,1.23605,7.23127,-7.08,0.73,3.35,2.35196,-19.01291,1.37455,-1.94738,-7.99975,1.75382,-5.87708,1.78501,-1.97929,6.65273,-6.34546,26.41732,9.31312,6.59794,4.5051,4.22391,8.05815,5.39829,3.18805,5.34647,6.31505,15.18177,20.71577,4.55677,-20.59877,6.05547,4.21118,3.44616,5.50769
El Salvador,SLV,,,,,,7.16114,5.43685,3.23669,3.48542,2.9773,3.85826,6.11753,4.86167,5.336,2.92353,5.04926,6.78006,5.32277,-4.18027,-11.77132,-10.45094,-6.30579,1.53501,1.33696,0.6166,0.18939,2.51359,1.87746,0.96219,4.83156,1.49436,7.01805,5.81923,4.68978,4.73496,0.81768,3.13494,2.65417,2.16052,1.12606,0.87732,1.58086,1.56223,0.89079,2.70747,4.3429,1.86058,2.57085,-2.08612,2.10509,3.81536,2.81439,2.23573,1.71122,2.39503,2.54653,2.24994,2.43096,2.38236
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46562,9.04936,2.17938,5.57834,0.3108,3.87297,4.54884,2.42511,3.83008,7.10932,-0.50094,-10.32096,-5.47368,-8.31477,-7.04453,-0.78397,-0.70237,2.45733,2.45938,0.60238,1.31277,
Somalia,SOM,-3.26198,7.07666,2.8088,-6.11062,-5.94368,9.09865,5.94094,2.02998,-1.69957,4.58141,2.62902,10.10085,-1.9513,-18.26638,30.0737,-1.01672,23.30749,3.72749,-2.70847,-3.90139,5.6627,4.07229,-8.75367,3.55495,8.15244,3.35276,5.0969,-0.55327,-0.17591,-1.48408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26408,7.20738,3.34088,-9.42416,6.13181,6.87877,6.38041,4.38776,9.0282,5.53035,5.10779,6.43953,5.65558,-2.73175,0.73104,2.03628,-0.68154,2.89264,-1.58951,1.80606,3.33859,2.10116,4.49512,4.24851
Sub-Saharan Africa (excluding high income),SSA,1.43874,5.83992,6.34264,5.39652,4.97099,1.54689,-0.55719,3.03931,8.97099,9.98321,7.47981,2.67418,4.30508,7.90874,-0.1365,5.2144,2.35639,-0.324,4.1256,4.11998,-0.45932,-1.1471,-2.47547,2.57855,1.76711,1.5754,2.64123,4.50044,2.48798,2.3711,0.35178,-0.39251,-0.9306,1.16657,3.40894,5.09685,3.5303,2.35002,2.17647,3.42591,4.26423,6.40006,4.23512,6.53243,6.23081,6.17425,6.49048,5.35363,3.09843,5.58539,4.48402,4.13232,4.96757,4.66282,2.77395,1.13946,2.36883,2.37518,2.27956
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04164,5.49342,-4.64032,-46.08212,13.12973,3.37365,-10.79336,,,,
Sub-Saharan Africa,SSF,1.43534,5.84121,6.34459,5.3968,4.96777,1.55312,-0.55659,3.04187,8.96568,9.9826,7.4843,2.67628,4.30793,7.90461,-0.13455,5.22112,2.37055,-0.29037,4.13115,4.04065,-0.43864,-1.11832,-2.46191,2.58977,1.79818,1.61535,2.67636,4.51425,2.50554,2.40296,0.37884,-0.3421,-0.88323,1.18624,3.41157,5.10038,3.55406,2.38451,2.17963,3.4623,4.25009,6.35554,4.23959,6.50721,6.19768,6.16676,6.4878,5.3479,3.09694,5.57676,4.48347,4.12561,4.95672,4.65619,2.78098,1.1612,2.38092,2.38651,2.28747
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78654,3.01153,4.43246,3.67806,4.32165,4.67897,7.92244,5.26669,9.65369,8.48882,6.20894,0.99052,7.16586,6.41153,3.20382,3.16598,3.2451,2.83357,2.1844,1.03467,1.98337,1.72198
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37688,6.57348,3.83222,7.09377,9.11564,3.25361,8.18617,2.42628,6.67198,4.3982,3.14198,4.81479,6.54993,3.91134,4.16477,3.84898,2.94527,1.30162
Suriname,SUR,4.8,3.9,5.6,6.5,12.0,19.2,12.1,7.6,4.5,2.7,3.9,-0.6,-1.8,0.4,2.8,8.8,10.2,6.6,-0.6,-8.8,7.1,-4.2,-3.9,-1.9,2.0,0.8,-6.2,7.8,4.2,-4.5,2.7,0.4,-6.7,3.4,0.0,1.0,5.7,2.3,-1.4,2.1,4.2,2.8,6.3,8.5,4.5,5.79354,5.11149,4.14341,3.0137,5.16883,5.84937,2.69035,2.93344,0.2555,-3.4111,-5.56119,1.7623,2.57656,0.26765
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90133,6.20553,5.8435,6.6199,5.92584,4.0761,-0.10591,1.16653,3.25378,4.50944,5.49908,5.27888,6.62346,8.49318,10.83203,5.57489,-5.45553,5.87126,2.84722,1.89674,0.66654,2.64159,4.8149,2.13273,3.04328,3.76863,2.31702
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.90011,-5.4637,2.84342,5.32749,4.10716,3.20301,5.04979,3.27937,5.33267,3.67237,3.21656,3.5056,2.96026,4.35919,3.79797,5.7464,6.98016,3.50984,-7.54844,1.34375,0.86133,-2.63944,-1.02928,2.76816,2.21008,3.19185,4.79355,4.3845,3.18434
Sweden,SWE,5.68129,4.25905,5.32793,6.82116,3.82151,2.09084,3.36539,3.63851,5.00908,7.28921,0.94465,2.28874,3.96798,3.1982,2.55286,1.0581,-1.59626,1.75155,3.84,1.69997,0.45483,1.24866,1.90064,4.22954,2.16037,2.69132,3.35384,2.55904,2.65481,0.75467,-1.14597,-1.15859,-2.06562,3.92997,3.93519,1.57946,3.07053,4.31184,4.24718,4.76635,1.4495,2.19692,2.30981,4.33686,2.8588,4.66277,3.43922,-0.45056,-4.33979,5.95211,3.19533,-0.5883,1.18778,2.6578,4.48928,2.07059,2.56792,1.95002,1.26098
Eswatini,SWZ,,,,,,,,,,,13.74363,5.42429,9.01867,5.74349,13.90844,-2.11944,1.00959,1.32713,3.10695,12.44905,14.64144,1.17257,1.20235,6.16176,3.79242,12.26448,14.60659,6.56982,12.9111,21.018,1.76038,3.22621,3.10611,2.40069,4.82565,3.84205,3.10281,2.60404,2.95088,1.76017,1.05476,4.3801,3.88021,3.62391,5.99878,5.99217,4.43538,0.82166,1.56505,3.79375,2.24723,5.39131,3.86227,0.9132,2.20332,1.10072,2.02657,2.37161,2.24392
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19999,4.6,1.39055,1.30673,1.58038,0.4,0.5,-5.8,-6.6,
Seychelles,SYC,-4.88228,8.40858,10.1356,5.91925,-1.06057,13.89651,0.50474,7.55324,0.0,8.87187,15.85178,6.30831,9.05419,1.30285,3.17741,16.27765,-6.19023,21.15169,15.79434,-4.24852,-8.21518,-1.11767,-1.70925,4.51113,11.12574,-0.1768,4.40411,5.39675,11.19882,6.99554,2.76043,7.16147,6.19665,-0.7987,-0.82564,4.91753,11.96156,8.4034,1.87201,1.51434,-2.27116,1.21283,-5.88713,-2.85045,9.00576,9.40613,10.42144,-2.14689,-1.10525,5.95496,7.88728,1.26083,6.01808,4.50479,4.93739,4.56262,4.376,3.75354,5.31251
