Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
1900,Paris,Athletics,Athletics,"janda, frantisek",BOH,Men,Discus Throw,Silver,Summer
1900,Paris,Athletics,Athletics,"mccracken, josiah",USA,Men,Hammer Throw,Bronze,Summer
1900,Paris,Athletics,Athletics,"flanagan, john jesus",USA,Men,Hammer Throw,Gold,Summer
1900,Paris,Athletics,Athletics,"hare, thomas truxton",USA,Men,Hammer Throw,Silver,Summer
1900,Paris,Athletics,Athletics,"gönczy, lajos",HUN,Men,High Jump,Bronze,Summer
1900,Paris,Athletics,Athletics,"baxter, irving",USA,Men,High Jump,Gold,Summer
1900,Paris,Athletics,Athletics,"leahy, patrick joseph",GBR,Men,High Jump,Silver,Summer
1900,Paris,Athletics,Athletics,"sheldon, lewis pendleton",USA,Men,"High Jump, Standing",Bronze,Summer
1900,Paris,Athletics,Athletics,"ewry, ray",USA,Men,"High Jump, Standing",Gold,Summer
1900,Paris,Athletics,Athletics,"baxter, irving",USA,Men,"High Jump, Standing",Silver,Summer
1900,Paris,Athletics,Athletics,"leahy, patrick joseph",GBR,Men,Long Jump,Bronze,Summer
1900,Paris,Athletics,Athletics,"kraenzlein, alvin",USA,Men,Long Jump,Gold,Summer
1900,Paris,Athletics,Athletics,"prinstein, meyer",USA,Men,Long Jump,Silver,Summer
1900,Paris,Athletics,Athletics,"torcheboeuf, emile",FRA,Men,"Long Jump, Standing",Bronze,Summer
1900,Paris,Athletics,Athletics,"ewry, ray",USA,Men,"Long Jump, Standing",Gold,Summer
1900,Paris,Athletics,Athletics,"baxter, irving",USA,Men,"Long Jump, Standing",Silver,Summer
1900,Paris,Athletics,Athletics,"fast, ernst",SWE,Men,Marathon,Bronze,Summer
1900,Paris,Athletics,Athletics,"theato, michel",FRA,Men,Marathon,Gold,Summer
1900,Paris,Athletics,Athletics,"champion, emile",FRA,Men,Marathon,Silver,Summer
1900,Paris,Athletics,Athletics,"andersen, carl albert",NOR,Men,Pole Vault,Bronze,Summer
1900,Paris,Athletics,Athletics,"baxter, irving",USA,Men,Pole Vault,Gold,Summer
1900,Paris,Athletics,Athletics,"colkett, meredith bright",USA,Men,Pole Vault,Silver,Summer
1900,Paris,Athletics,Athletics,"garrett, robert",USA,Men,Shot Put,Bronze,Summer
1900,Paris,Athletics,Athletics,"sheldon, richard",USA,Men,Shot Put,Gold,Summer
1900,Paris,Athletics,Athletics,"mccracken, josiah",USA,Men,Shot Put,Silver,Summer
1900,Paris,Athletics,Athletics,"sheldon, lewis pendleton",USA,Men,Triple Jump,Bronze,Summer
1900,Paris,Athletics,Athletics,"prinstein, meyer",USA,Men,Triple Jump,Gold,Summer
1900,Paris,Athletics,Athletics,"connolly, james",USA,Men,Triple Jump,Silver,Summer
1900,Paris,Athletics,Athletics,"garrett, robert",USA,Men,"Triple Jump, Standing",Bronze,Summer
1900,Paris,Athletics,Athletics,"ewry, ray",USA,Men,"Triple Jump, Standing",Gold,Summer
1900,Paris,Athletics,Athletics,"baxter, irving",USA,Men,"Triple Jump, Standing",Silver,Summer
1900,Paris,Basque Pelota,Basque Pelota,"de amezola y aspizua, josé",ESP,Men,Cesta Punta,Gold,Summer
1900,Paris,Basque Pelota,Basque Pelota,"villota baquiola, francisco",ESP,Men,Cesta Punta,Gold,Summer
1900,Paris,Basque Pelota,Basque Pelota,"durquetty, maurice",FRA,Men,Cesta Punta,Silver,Summer
1900,Paris,Basque Pelota,Basque Pelota,etchegaray,FRA,Men,Cesta Punta,Silver,Summer
1900,Paris,Cricket,Cricket,"beachcroft, charles",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"birkett, arthur ernest",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"bowerman, alfred james",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"buckley, george john",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"burchell, francis romulus",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"christian, frederick william",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"corner, harry richard",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"cuming, frederick wlliam",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"donne, william stephen",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"powlesland, alfred james",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"symes, john",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"toller, montagu henry",GBR,Men,Cricket,Gold,Summer
1900,Paris,Cricket,Cricket,"anderson, w.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"attrill, w.t.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"braid, j.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"browning, w.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"horne, r.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"jordan, t.h.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"mcevoy, a.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"robinson, d.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"roques, f.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"schneidau, a.j.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"terry, henry john",FRA,Men,Cricket,Silver,Summer
1900,Paris,Cricket,Cricket,"tomalin, p.h.",FRA,Men,Cricket,Silver,Summer
1900,Paris,Croquet,Croquet,aumoitte,FRA,Men,Double,Gold,Summer
1900,Paris,Croquet,Croquet,johin,FRA,Men,Double,Gold,Summer
1900,Paris,Croquet,Croquet,waydelich,FRA,Men,Individual 1 Ball,Bronze,Summer
1900,Paris,Croquet,Croquet,aumoitte,FRA,Men,Individual 1 Ball,Gold,Summer
1900,Paris,Croquet,Croquet,johin,FRA,Men,Individual 1 Ball,Silver,Summer
1900,Paris,Croquet,Croquet,sautreau,FRA,Men,Individual 2 Balls,Bronze,Summer
1900,Paris,Croquet,Croquet,waydelich,FRA,Men,Individual 2 Balls,Gold,Summer
1900,Paris,Croquet,Croquet,vignerot,FRA,Men,Individual 2 Balls,Silver,Summer
1900,Paris,Cycling,Cycling Track,"daumain, .....",FRA,Men,25 Kilometres,Bronze,Summer
1900,Paris,Cycling,Cycling Track,"bastien, louis",FRA,Men,25 Kilometres,Gold,Summer
1900,Paris,Cycling,Cycling Track,"hildebrand, louis",FRA,Men,25 Kilometres,Silver,Summer
1900,Paris,Cycling,Cycling Track,"lake, john henry",USA,Men,Sprint Indivual,Bronze,Summer
1900,Paris,Cycling,Cycling Track,"taillandier, georges",FRA,Men,Sprint Indivual,Gold,Summer
1900,Paris,Cycling,Cycling Track,"sanz, fernand",FRA,Men,Sprint Indivual,Silver,Summer
1900,Paris,Equestrian,Jumping,"van de poele, georges",BEL,Men,High Jump,Bronze,Summer
1900,Paris,Equestrian,Jumping,"garderes, dominique maximien",FRA,Men,High Jump,Gold,Summer
1900,Paris,Equestrian,Jumping,"trissino, gian giorgio",ITA,Men,High Jump,Gold,Summer
1900,Paris,Equestrian,Jumping,"de champsavin, louis",FRA,Men,Individual,Bronze,Summer
1900,Paris,Equestrian,Jumping,"haegeman, aimé",BEL,Men,Individual,Gold,Summer
1900,Paris,Equestrian,Jumping,"van de poele, georges",BEL,Men,Individual,Silver,Summer
1900,Paris,Equestrian,Jumping,de bellegarde,FRA,Men,Long Jump Individual,Bronze,Summer
1900,Paris,Equestrian,Jumping,"van langhendonck, constant",BEL,Men,Long Jump Individual,Gold,Summer
1900,Paris,Equestrian,Jumping,"trissino, gian giorgio",ITA,Men,Long Jump Individual,Silver,Summer
1900,Paris,Fencing,Fencing,"see, léon",FRA,Men,Épée Individual,Bronze,Summer
1900,Paris,Fencing,Fencing,"fonst, ramon",CUB,Men,Épée Individual,Gold,Summer
1900,Paris,Fencing,Fencing,"perree, louis",FRA,Men,Épée Individual,Silver,Summer
1900,Paris,Fencing,Fencing,"see, léon",FRA,Men,"Épée, Amateurs And Masters",Bronze,Summer
1900,Paris,Fencing,Fencing,"ayat, albert",FRA,Men,"Épée, Amateurs And Masters",Gold,Summer
1900,Paris,Fencing,Fencing,"fonst, ramon",CUB,Men,"Épée, Amateurs And Masters",Silver,Summer
1900,Paris,Fencing,Fencing,"laurent, henri",FRA,Men,"Épée, Masters",Bronze,Summer
1900,Paris,Fencing,Fencing,"ayat, albert",FRA,Men,"Épée, Masters",Gold,Summer
1900,Paris,Fencing,Fencing,"bougnol, emile",FRA,Men,"Épée, Masters",Silver,Summer
1900,Paris,Fencing,Fencing,"boulenger, marcel jacques",FRA,Men,Foil Individual,Bronze,Summer
1900,Paris,Fencing,Fencing,"coste, emile",FRA,Men,Foil Individual,Gold,Summer
1900,Paris,Fencing,Fencing,"masson, henri",FRA,Men,Foil Individual,Silver,Summer
1900,Paris,Fencing,Fencing,"mimiague, jean-baptiste",FRA,Men,"Foil, Masters",Bronze,Summer
1900,Paris,Fencing,Fencing,"merignac, lucien",FRA,Men,"Foil, Masters",Gold,Summer
1900,Paris,Fencing,Fencing,"kirchhoffer, alphonse",FRA,Men,"Foil, Masters",Silver,Summer
1900,Paris,Fencing,Fencing,"flesch, siegfried",AUT,Men,Sabre Individual,Bronze,Summer
1900,Paris,Fencing,Fencing,"de la falaise, georges",FRA,Men,Sabre Individual,Gold,Summer
1900,Paris,Fencing,Fencing,"thiebaut, léon",FRA,Men,Sabre Individual,Silver,Summer
1900,Paris,Fencing,Fencing,"neralic, milan",AUT,Men,"Sabre, Masters",Bronze,Summer
1900,Paris,Fencing,Fencing,"conte, antonio",ITA,Men,"Sabre, Masters",Gold,Summer
1900,Paris,Fencing,Fencing,"santelli, italo",ITA,Men,"Sabre, Masters",Silver,Summer
1900,Paris,Football,Football,"delbecque, albert",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"kelecom, r.",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"leboutte, marcel",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,londot,BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"moreau, ernest",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"neefs, e.",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"pelgrims, georges",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"renier, alphonse",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"spannoghe, e.",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"thornton, erich",BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,van heuckelum,BEL,Men,Football,Bronze,Summer
1900,Paris,Football,Football,"buckenham, claude percy",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"burridge, t.e.",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"chalk, alfred ernest",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"grosling, william sullivan",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"haslam, a.",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"jones, j.h.",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"nicholas, j.",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"quash, william francis",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"spackman, f.g.",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"turner, r.r.",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"zealley, james edward",GBR,Men,Football,Gold,Summer
1900,Paris,Football,Football,"allemane, pierre",FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,bach,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,"bloch, jean",FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,"canelle, fernand",FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,duparc,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,fraysse,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,gaillard,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,"garnier, rené",FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,grandjean,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,huteau,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,lambert,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,macaire,FRA,Men,Football,Silver,Summer
1900,Paris,Football,Football,peltier,FRA,Men,Football,Silver,Summer
1900,Paris,Golf,Golf,"robertson, david donaldson",GBR,Men,Individual,Bronze,Summer
1900,Paris,Golf,Golf,"sands, charles edward",USA,Men,Individual,Gold,Summer
1900,Paris,Golf,Golf,"rutherford, walter",GBR,Men,Individual,Silver,Summer
1900,Paris,Golf,Golf,"pratt, daria",USA,Women,Individual,Bronze,Summer
1900,Paris,Golf,Golf,"abbott, margaret ives",USA,Women,Individual,Gold,Summer
1900,Paris,Golf,Golf,"whittier, pauline",USA,Women,Individual,Silver,Summer
1900,Paris,Gymnastics,Artistic G.,"demanet, lucien",FRA,Men,Individual All-Round,Bronze,Summer
1900,Paris,Gymnastics,Artistic G.,"sandras, gustave",FRA,Men,Individual All-Round,Gold,Summer
1900,Paris,Gymnastics,Artistic G.,"bas, noël",FRA,Men,Individual All-Round,Silver,Summer
1900,Paris,Polo,Polo,"boussod, jean",ZZX,Men,Polo,Bronze,Summer
1900,Paris,Polo,Polo,"duc de bisaccia, louis",ZZX,Men,Polo,Bronze,Summer
1900,Paris,Polo,Polo,"fauquet lemaitre, a.",ZZX,Men,Polo,Bronze,Summer
1900,Paris,Polo,Polo,"raoul-duval, maurice",ZZX,Men,Polo,Bronze,Summer
1900,Paris,Polo,Polo,"daly, dennis",ZZX,Men,Polo,Gold,Summer
1900,Paris,Polo,Polo,"keene, foxhall parker",ZZX,Men,Polo,Gold,Summer
1900,Paris,Polo,Polo,"mackey, frank jay",ZZX,Men,Polo,Gold,Summer
1900,Paris,Polo,Polo,"rawlinson, alfred",ZZX,Men,Polo,Gold,Summer
1900,Paris,Polo,Polo,"buckmaster, walter selby",ZZX,Men,Polo,Silver,Summer
1900,Paris,Polo,Polo,"comte de madre, josé pierre m.j.",ZZX,Men,Polo,Silver,Summer
1900,Paris,Polo,Polo,"freake, frederick maitland",ZZX,Men,Polo,Silver,Summer
1900,Paris,Polo,Polo,"mccreery, walter adolph",ZZX,Men,Polo,Silver,Summer
1900,Paris,Rowing,Rowing,"brandt, francois antoine",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"brockmann, hermanus gerardus",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"klein, roelof",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"leegstra, ruud gerbens",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"middelberg, walter",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"offerhaus, hendrik karel",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"thijssen, walter",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"tromp, henricus",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"van dijk, johannes wilhelmus maria",NED,Men,Eight With Coxswain (8+),Bronze,Summer
1900,Paris,Rowing,Rowing,"abell, louis",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"carr, william",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"debaecke, harry",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"exley, john",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"geiger, john",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"hedley, edward",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"juvenal, james",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"lockwood, roscoe",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"marsh, edward",USA,Men,Eight With Coxswain (8+),Gold,Summer
1900,Paris,Rowing,Rowing,"bruggeman, prospère",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"de bisschop, jules",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"de cock, oscar",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"de somville, oscar charles",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"hemelsoet, maurice",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"odberg, frank",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"van crombrugghe, marcel lucien",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"van landeghem, alfred",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"verdonck, maurice",BEL,Men,Eight With Coxswain (8+),Silver,Summer
1900,Paris,Rowing,Rowing,"carstens, wilhelm",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"felle, ernst",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"fickeisen, otto",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"körner, julius",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"kröwerath, franz",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"lehle, carl",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"möller, adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"moths, gustav adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"rüster, hugo",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"wilker, hermann",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
1900,Paris,Rowing,Rowing,"bouckaert, henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"cau, jean",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,charlot,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"delchambre, emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"gossler, carl heinrich",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"gossler, gustav ludwig",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"gossler, oscar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"hazebrouck, henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"katzenstein, walther",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"tietgens, waldemar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
1900,Paris,Rowing,Rowing,"brockmann, hermanus gerardus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"hiebendaai, coenraad christiaan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"lotsy, gerhard oswald",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"lotsy, paulus jan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"lumpp, georges",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"perrin, charles",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"soubeyran, daniel",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"terwogt, johannes hester lambertus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"wegelin, emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
1900,Paris,Rowing,Rowing,"deltour, carlos",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
1900,Paris,Rowing,Rowing,"paoli, raoul",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
1900,Paris,Rowing,Rowing,"vedrenne, antoine erneste",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
1900,Paris,Rowing,Rowing,"brandt, francois antoine",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
1900,Paris,Rowing,Rowing,"brockmann, hermanus gerardus",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
1900,Paris,Rowing,Rowing,"klein, roelof",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
1900,Paris,Rowing,Rowing,"martinet, louis",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer
1900,Paris,Rowing,Rowing,unknown cox / barreur inconnu,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer
1900,Paris,Rowing,Rowing,waleff,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer
1900,Paris,Rowing,Rowing,"ashe, saint-george",GBR,Men,Single Sculls (1X),Bronze,Summer
1900,Paris,Rowing,Rowing,"barrelet, henri",FRA,Men,Single Sculls (1X),Gold,Summer
1900,Paris,Rowing,Rowing,"gaudin, andré",FRA,Men,Single Sculls (1X),Silver,Summer
1900,Paris,Rugby,Rugby,"aitoff, vladimir",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"albert, a.",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"binoche, jean, lã©on",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"collas, jean",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"gautier, jean guy",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"giroux, auguste",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"gondouin, charles",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"henriquez de zubierra, constantin",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"herve, jean",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"lardanchet, victor",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"lefebvre, hubert",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"olivier, joseph",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"pharamond, alexandre",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"reichel, frantz",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"rischmann, andré",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"roosevelt, albert",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"sarrade, emile",FRA,Men,Rugby,Gold,Summer
1900,Paris,Rugby,Rugby,"amrhein, albert",GER,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"bayliss, f.c.",GBR,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"betting, hugo",GER,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"birtles, j.henry",GBR,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"cautlon, j.",GBR,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"darby, artur john",GBR,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"deykin, c.p.",GBR,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"herrmann, jacob",GER,Men,Rugby,Silver,Summer
1900,Paris,Rugby,Rugby,"hofmeister, willy",GER,Men,Rugby,Silver,Summer
